accept,suggested_website,id,name,operator,calc_postcode_district,calc_postcode_area,addr_housenumber,addr_street,addr_city,confidence,notes,,
1,https://thehollytreepub.co.uk/,way/224178092,Holly Tree,,E7,E,141,Dames Road,London,1,"openai:The URL https://thehollytreepub.co.uk/ explicitly mentions the pub name and exact address 141 Dames Rd London E7, matching the given pub location and name perfectly, with strong page evidence and geo bonus.;loc_ok=near_coords",,
1,https://www.theforestgatehotel.co.uk/,way/976351907,The Forest Gate Hotel,,E7,E,105,Godwin Road,London,0.9,"openai:The URL is the official website for The Forest Gate Hotel pub, matching the pub name exactly and describing it as a pub in Forest Gate. It is not an aggregator or social network and is the top-ranked candidate.;loc_ok=district+address",,
0,https://everylondonpub.co.uk/pub.php?Pub=4540,08b8fb79-3bce-4053-afe2-bd2f39166df3,40ft Brewery Tap,40FT Brewery,E8,E,,,,0.9,"openai:This candidate URL specifically names '40ft Brewery Tap' with a full address in E8 matching the district and close coordinates, and mentions the operator 40FT, indicating a strong match to the pub. It is not a social network or aggregator but a dedicated pub info site with detailed location info.;loc_ok=near_coords",,
0,https://www.beerguideldn.com/pubs.php?IDKEY=132,way/142371465,Cock Tavern,,E8,E,315,Mare Street,London,0.9,"openai:The Beer Guide London page explicitly mentions the pub name and exact address 315 Mare Street, Hackney, matching the given location and has strong geo evidence, indicating a reliable dedicated page for this Cock Tavern.;loc_ok=near_coords",,
1,https://thedolphinhackney.co.uk/,way/587954387,The Dolphin,,E8,E,165,Mare Street,London,0.95,"openai:The URL is the official website for The Dolphin located at 163-165 Mare Street, London E8, matching the pub's address closely and describing it as a karaoke bar and late night pub, which fits the pub's identity. Other candidates are either directory or heritage listing sites, not the pub's own website.;loc_ok=district+address",,
0,https://pubwiki.co.uk/LondonPubs///Hackney/WellingtonT1.shtml,node/52755412,The Duke of Wellington,,E8,E,260,Haggerston Road,London,0.9,"openai:The URL explicitly mentions the pub name and exact address (260 Haggerston Road, Hackney E8), matching the given pub details closely. It is not a social network or aggregator but a dedicated pub wiki site.;loc_ok=district+address",,
0,https://desdemoor.co.uk/fox-e8/,way/262258278,The Fox,,E8,E,372,Kingsland Road,London,0.9,"openai:The URL clearly references 'fox-e8' matching the pub name and district E8, and the snippet includes the exact address 372 Kingsland Road E8 4DA, strongly indicating it is the correct website.;loc_ok=district+address",,
1,https://www.thecrownhackney.co.uk/,way/593373600,The Half Crown,,E8,E,416,Mare Street,London,0.9,"openai:The site is for 'The Crown and Half Crown Pub & Guesthouse Hackney' which matches the pub name and location (Hackney, London E8). It is not an aggregator or social network and appears to be the official site for the pub.;loc_ok=address_tokens",,
0,https://www.cktravels.com/hackney-wick-bars-breweries/,way/668568684,The Lock Inn,,E9,E,26,East Bay Lane,London,0.9,"openai:The page explicitly mentions The Lock Inn at 26 East Bay Lane, Hackney Wick, matching the pub's address and location closely.;loc_ok=district+address",,
1,https://www.lambandtrotter.co.uk/,way/439335533,Lamb and Trotter,,EC1A,EC,6,Little Britain,London,0.95,"openai:The URL is the official website for The Lamb and Trotter at 6 Little Britain, London EC1A, matching the pub's name and address exactly. Other candidates are either image sites, aggregators, or secondary references.;loc_ok=district+address",,
1,https://risingsunfarringdon.co.uk/,way/430451203,Rising Sun,,EC1A,EC,38,Cloth Fair,London,0.95,"openai:The URL risingsunfarringdon.co.uk explicitly matches the pub name and address (38 Cloth Fair, London EC1A) given in the pub data, with the address and postcode mentioned on the site. It appears to be the official website for this Rising Sun pub, unlike other candidates which are aggregators or blogs.;loc_ok=district+address",,
1,https://www.thebishopsfinger.co.uk/,way/100835971,The Bishops Finger,,EC1A,EC,9-10,West Smithfield,London,0.95,"openai:The URL is the official website of The Bishops Finger pub in London, matching the pub name and location (9-10 West Smithfield). The contact page confirms the address EC1A 9JR, consistent with the given district EC1A. It is not an aggregator or social network.;loc_ok=district+address",,
0,https://www.beerguideldn.com/pubs.php?IDKEY=6,way/147004014,Barsmith,,EC1M,EC,18-20,St. John Street,London,0.9,"openai:The URL explicitly matches the pub name and address (18-20 St John Street, London EC1M) with a strong geo bonus and page evidence score, indicating it is the correct official or dedicated page for Barsmith.;loc_ok=near_coords",,
0,https://tikichris.com/2015/08/clerkenwell-social/,node/280525285,Clerkenwell Social,,EC1M,EC,2-5,St John's Square,London,0.7,"openai:The page mentions the exact address 2-5 St John's Square, EC1M 4DE matching the pub location; it is not an aggregator or social network but a blog post referencing the pub's own site clerkenwellandsocial.com, indicating relevance.;loc_ok=district+address",,
1,https://www.foxandanchor.com/,way/97175520,Fox and Anchor,Young's,EC1M,EC,115,Charterhouse Street,London,0.95,"openai:The domain foxandanchor.com matches the pub name exactly and the site mentions the correct address 115 Charterhouse Street, London EC1M, consistent with the pub's location. It is clearly the official site for the Fox and Anchor pub operated by Young's, not an aggregator or social network.;loc_ok=district+address",,
1,https://www.whitebearfarringdon.com/,way/147495191,White Bear,,EC1M,EC,57,St. John Street,London,0.95,"openai:The URL whitebearfarringdon.com matches the pub name and address (57 St John Street, London EC1M) exactly and is clearly the pub's own website, not an aggregator or social network.;loc_ok=district+address",,
0,https://www.hatton-garden.london/eat/the-argyle,node/338463555,The Argyle,,EC1N,EC,1,Greville Street,London,0.9,"openai:This candidate URL explicitly mentions the exact address 1 Greville St, London EC1N 8PQ matching the pub's address and postcode area, with strong page evidence and geo bonus scores, indicating it is the correct official or closely related site for The Argyle pub.;loc_ok=near_coords",,
1,https://bleedingheart.co.uk/tavern,way/569138307,The Bleeding Heart Tavern,,EC1N,EC,19,Greville Street,London,0.95,"openai:The URL bleedingheart.co.uk/tavern explicitly mentions The Bleeding Heart Tavern at 19 Greville Street, London EC1N, matching the pub's address and name closely with strong page evidence.;loc_ok=address_tokens",,
1,https://www.theclerkandwellpub.co.uk/,way/70298958,The Clerk & Well,Stonegate,EC1R,EC,156,Clerkenwell Road,London,0.95,"openai:This URL is the official website of The Clerk & Well pub, explicitly mentioning its location on Clerkenwell Road in Central London, matching the pub's address and name. Other candidates are mostly booking or aggregator sites.;loc_ok=address_tokens",,
1,https://themariananderson.com/,way/99813922,The Marian Anderson,,EC1R,EC,28-32,Bowling Green Lane,London,0.95,"openai:Themariananderson.com domain has multiple pages referencing the exact address 28-32 Bowling Green Ln, London EC1R 0BJ, matching the pub's location and name, indicating it is the official site.;loc_ok=district+address",,
0,https://www.goodbeergoodpubs.co.uk/pub-reviews/london-north/angel-and-islington/shakespeares-head/,way/99057959,The Shakespeare's Head,,EC1R,EC,1,Arlington Way,London,0.9,"openai:The URL is a dedicated pub review site with a detailed page about Shakespeare's Head in Angel and Islington, London, matching the location Arlington Way EC1R. It has the highest combined evidence and geo bonus scores, indicating strong relevance to the exact pub.;loc_ok=near_coords",,
1,https://www.wilmingtonclerkenwell.com/,way/665469557,The Wilmington,,EC1R,EC,69,Rosebery Avenue,London,0.95,"openai:The URL https://www.wilmingtonclerkenwell.com/ is clearly the official website of The Wilmington pub at 69 Rosebery Avenue, London EC1R, matching the exact address and location. It has strong page evidence and geo bonus scores, indicating it is the authentic site rather than an aggregator or unrelated page.;loc_ok=near_coords",,
0,https://licklist.co.uk/il-cicchetto,way/167261940,Il Cicchetto,,EC1V,EC,44,Old Street,London,0.9,"openai:The licklist.co.uk page explicitly matches the pub name and exact address 44 Old Street, London EC1V, with strong geo evidence and no indication it is an aggregator or social site.;loc_ok=near_coords",,
1,https://weareoldred.co.uk/,way/100442829,Old Red Lion,,EC1V,EC,418,St. John Street,London,0.9,"openai:The site explicitly states the address 418 St John St London EC1V 4NJ matching the pub's address and name, indicating it is the official Old Red Lion Pub & Playhouse website.;loc_ok=district+address",,
0,https://www.stonegategroup.co.uk/press/sports-bar-and-grill-debut-new-brand-look-with-opening-in-old-street/,node/248444184,Sports Bar & Grill,,EC1V,EC,174-180,Old Street,London,0.9,"openai:This URL is from Stonegate Group, a known operator, and specifically mentions the Sports Bar & Grill at Old Street with a detailed description of the venue and investment, matching the address 174-180 Old Street EC1V. It is more authoritative than review or map sites.;loc_ok=district+address",,
0,https://pubology.co.uk/pubs/3095.html,way/97553868,The Artisan,,EC1V,EC,53-54,St John's Square,London,0.9,"openai:The URL is a dedicated pub directory page specifically for the Artisan at 53-54 St John's Square, EC1V, matching the address and location exactly, with strong geo evidence and relevant content. Other candidates are unrelated or generic.;loc_ok=near_coords",,
0,https://www.pubsgalore.co.uk/pubs/53955/,way/155366810,The Corner Bar,,EC1V,EC,,,,0.9,openai:The URL is a dedicated pub listing site with high geo bonus and mentions EC1 area matching the pub's district, it is not a social network or aggregator and appears focused on the correct venue.,loc_ok=near_coords
1,https://oldivyhouse.co.uk/,way/149390344,The Old Ivy House,,EC1V,EC,166,Goswell Road,London,0.95,"openai:The URL oldivyhouse.co.uk is the official website of The Old Ivy House, matches the pub name exactly, and the contact page confirms the address 166 Goswell Road, London EC1V, matching the given pub location.;loc_ok=district+address",,
1,https://www.urbanpubsandbars.com/venues/slaughtered-lamb,way/160527361,The Slaughtered Lamb,,EC1V,EC,34-35,Great Sutton Street,London,0.9,"openai:URL clearly matches the pub name and address 34-35 Great Sutton Street, London EC1V 0DX, matching the given location with strong page evidence.;loc_ok=district+address",,
0,https://meniu.menu/restaurants/shoreditch-united-kingdom/the-spread-eagle-13,way/164475611,The Spread Eagle,,EC1V,EC,3,Kingsland Road,London,0.9,"openai:The URL mentions the correct address 3-5 Kingsland Rd, Shoreditch, UK matching the given pub address 3 Kingsland Road, London EC1V area, and has strong page evidence and geo bonus.;loc_ok=near_coords",,
1,https://www.sutton-arms.co.uk/,way/149070189,The Sutton Arms,,EC1V,EC,16,Great Sutton Street,London,0.9,"openai:The URL is the official website for The Sutton Arms in Barbican, London, matching the pub name and location closely. It is not an aggregator or social network and has a high evidence score.;loc_ok=address_tokens",,
1,https://twobrewerswhitecross.uk/,node/289075156,Two Brewers,,EC1Y,EC,121,Whitecross Street,London,0.95,"openai:The URL twobrewerswhitecross.uk matches the pub name and street (Whitecross Street) exactly, and the site describes itself as a traditional London pub with a warm atmosphere. Other candidates are directories or unrelated venues.;loc_ok=district+address",,
